Names,Rates,Prices,category_name,url 
You (You #1),5,43.61,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Guilty (Will Robie ...,2,13.82,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The 14th Colony (Cotton ...,1,39.24,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Give It Back,2,18.32,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Killing Floor (Jack Reacher ...,4,31.49,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Bone Hunters (Lexy ...,3,59.71,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Far From True (Promise ...,2,34.93,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Travelers,1,15.77,Thriller,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Names,Rates,Prices,category_name,url
When We Collided,1,31.77,Contemporary,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
Someone Like You (The ...,5,52.79,Contemporary,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
We Are All Completely ...,1,24.04,Contemporary,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
Names,Rates,Prices,category_name,url
The Four Agreements: A ...,5,17.66,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
The Activist's Tao Te ...,5,32.24,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
Chasing Heaven: What Dying ...,2,37.8,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
If I Gave You ...,1,20.91,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
Unreasonable Hope: Finding Faith ...,2,46.33,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
A New Earth: Awakening ...,5,55.65,Spirituality,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html
Names,Rates,Prices,category_name,url
Logan Kade (Fallen Crest ...,2,13.12,Academic,http://books.toscrape.com/catalogue/category/books/academic_40/index.html
Names,Rates,Prices,category_name,url
Online Marketing for Busy ...,1,46.35,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
How to Be Miserable: ...,1,46.03,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
"Overload: How to Unplug, ...",3,52.15,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
You Are a Badass: ...,3,12.08,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
How to Stop Worrying ...,5,46.49,Self Help,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
Names,Rates,Prices,category_name,url
All the Light We ...,5,29.87,Historical,http://books.toscrape.com/catalogue/category/books/historical_42/index.html
The Girl You Left ...,1,15.79,Historical,http://books.toscrape.com/catalogue/category/books/historical_42/index.html
Names,Rates,Prices,category_name,url
(Un)Qualified: How God Uses ...,5,54.0,Christian,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Crazy Love: Overwhelmed by ...,2,47.72,Christian,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Blue Like Jazz: Nonreligious ...,1,25.77,Christian,http://books.toscrape.com/catalogue/category/books/christian_43/index.html
Names,Rates,Prices,category_name,url
Silence in the Dark ...,3,58.33,Suspense,http://books.toscrape.com/catalogue/category/books/suspense_44/index.html
Names,Rates,Prices,category_name,url
The Grownup,1,35.88,Short Stories,http://books.toscrape.com/catalogue/category/books/short-stories_45/index.html
Names,Rates,Prices,category_name,url
Suzie Snowflake: One beautiful ...,5,54.81,Novels,http://books.toscrape.com/catalogue/category/books/novels_46/index.html
Names,Rates,Prices,category_name,url
The Bulletproof Diet: Lose ...,3,49.05,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
"Eat Fat, Get Thin",2,54.07,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
10-Day Green Smoothie Cleanse: ...,5,49.71,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
The Art and Science ...,5,52.98,Health,http://books.toscrape.com/catalogue/category/books/health_47/index.html
Names,Rates,Prices,category_name,url
Libertarianism for Beginners,2,51.33,Politics,http://books.toscrape.com/catalogue/category/books/politics_48/index.html
Why the Right Went ...,4,52.65,Politics,http://books.toscrape.com/catalogue/category/books/politics_48/index.html
Equal Is Unfair: America's ...,1,56.86,Politics,http://books.toscrape.com/catalogue/category/books/politics_48/index.html
Names,Rates,Prices,category_name,url
Amid the Chaos,1,36.58,Cultural,http://books.toscrape.com/catalogue/category/books/cultural_49/index.html
Names,Rates,Prices,category_name,url
Dark Notes,5,19.19,Erotica,http://books.toscrape.com/catalogue/category/books/erotica_50/index.html
Names,Rates,Prices,category_name,url
The Long Shadow of ...,1,10.97,Crime,http://books.toscrape.com/catalogue/category/books/crime_51/index.html
Names,Rates,Prices,category_name,url
Names,Rates,Prices,category_name,url
It's Only the Himalayas,2,45.17,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Full Moon over Noah’s ...,4,49.43,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
See America: A Celebration ...,3,48.87,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Vagabonding: An Uncommon Guide ...,2,36.94,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Under the Tuscan Sun,3,37.33,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
A Summer In Europe,2,44.34,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
The Great Railway Bazaar,1,30.54,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
A Year in Provence ...,4,56.88,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
The Road to Little ...,1,23.21,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Neither Here nor There: ...,3,38.95,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
"1,000 Places to See ...",5,26.08,Crime,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
Names,Rates,Prices,category_name,url
Sharp Objects,4,47.82,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
"In a Dark, Dark ...",1,19.63,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Past Never Ends,4,56.5,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
A Murder in Time,1,16.64,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Murder of Roger ...,4,44.1,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Last Mile (Amos ...,2,54.21,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
That Darkness (Gardiner and ...,1,13.92,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Tastes Like Fear (DI ...,1,10.69,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
A Time of Torment ...,5,48.35,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
A Study in Scarlet ...,2,16.73,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Poisonous (Max Revere Novels ...,3,26.8,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Murder at the 42nd ...,4,54.36,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Most Wanted,3,35.28,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Hide Away (Eve Duncan ...,1,11.84,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Boar Island (Anna Pigeon ...,3,59.48,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Widow,2,27.26,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Playing with Fire,3,13.71,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
What Happened on Beale ...,5,25.37,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
The Bachelor Girl's Guide ...,5,52.3,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Delivering the Truth (Quaker ...,4,20.89,Crime,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Names,Rates,Prices,category_name,url
Tipping the Velvet,1,53.74,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Forever and Forever: The ...,3,29.69,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
A Flight of Arrows ...,5,55.53,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The House by the ...,1,36.95,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Mrs. Houdini,5,30.25,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Marriage of Opposites,4,28.08,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Glory over Everything: Beyond ...,3,45.84,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
"Love, Lies and Spies",2,20.55,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
A Paris Apartment,4,39.01,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Lilac Girls,2,17.28,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Constant Princess (The ...,3,16.62,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Invention of Wings,1,37.34,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
World Without End (The ...,4,32.97,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Passion of Dolssa,5,28.32,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Girl With a Pearl ...,1,26.77,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Voyager (Outlander #3),5,21.07,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Red Tent,5,35.66,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Last Painting of ...,2,55.55,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Guernsey Literary and ...,1,49.53,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Girl in the Blue ...,2,46.83,Crime,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
Names,Rates,Prices,category_name,url
Scott Pilgrim's Precious Little ...,5,52.29,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Tsubasa: WoRLD CHRoNiCLE 2 ...,1,16.28,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
This One Summer,4,19.49,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
The Nameless City (The ...,4,38.16,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Saga, Volume 5 (Saga ...",2,51.04,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Rat Queens, Vol. 3: ...",3,50.4,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Princess Jellyfish 2-in-1 Omnibus, ...",5,13.61,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Pop Gun War, Volume ...",1,18.97,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Patience,3,10.16,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Outcast, Vol. 1: A ...",4,15.44,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
orange: The Complete Collection ...,1,48.41,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Lumberjanes, Vol. 2: Friendship ...",2,46.91,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Lumberjanes, Vol. 1: Beware ...",3,45.61,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Lumberjanes Vol. 3: A ...,2,19.92,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"I Hate Fairyland, Vol. ...",2,29.17,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
I am a Hero ...,3,54.63,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Giant Days, Vol. 2 ...",2,22.11,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Danganronpa Volume 1,4,51.99,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
"Codename Baboushka, Volume 1: ...",4,36.72,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Camp Midnight,4,17.08,Crime,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Names,Rates,Prices,category_name,url
The Secret Garden,4,15.08,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Metamorphosis,1,28.58,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Pilgrim's Progress,2,50.26,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Hound of the ...,2,14.82,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Little Women (Little Women ...,4,28.07,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Gone with the Wind,3,32.49,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Candide,3,58.63,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Animal Farm,3,57.22,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Wuthering Heights,3,17.73,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Picture of Dorian ...,2,29.7,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Complete Stories and ...,4,26.78,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Beowulf,2,38.35,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
And Then There Were ...,2,35.01,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Story of Hong ...,4,43.19,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Little Prince,2,45.42,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Sense and Sensibility,1,37.46,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Of Mice and Men,2,47.11,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Emma,2,32.93,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Alice in Wonderland (Alice's ...,1,55.53,Crime,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
Names,Rates,Prices,category_name,url
Sophie's World,5,15.94,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
The Death of Humanity: ...,4,58.11,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
The Stranger,4,17.44,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
Proofs of God: Classical ...,1,54.21,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
Kierkegaard: A Christian Missionary ...,1,47.13,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
At The Existentialist Café: ...,5,29.93,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
Critique of Pure Reason,1,20.75,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
"Run, Spot, Run: The ...",1,20.02,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
The Nicomachean Ethics,1,36.34,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
Meditations,2,25.89,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
Beyond Good and Evil,1,43.38,Crime,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
Names,Rates,Prices,category_name,url
Chase Me (Paris Nights ...,5,25.27,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Black Dust,5,34.53,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Her Backup Boyfriend (The ...,1,33.97,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
First and First (Five ...,4,15.97,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Fifty Shades Darker (Fifty ...,1,21.96,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
The Wedding Dress,1,24.12,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Suddenly in Love (Lake ...,2,55.99,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Something More Than This,4,16.24,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Doing It Over (Most ...,3,35.61,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
The Wedding Pact (The ...,3,32.61,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Hold Your Breath (Search ...,1,28.82,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Dirty (Dive Bar #1),4,40.83,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Take Me Home Tonight ...,3,53.98,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Off the Hook (Fishing ...,3,47.67,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
A Gentleman's Position (Society ...,5,14.75,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
"Sit, Stay, Love",3,20.9,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
A Girl's Guide to ...,1,31.3,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
The Perfect Play (Play ...,3,59.99,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Dark Lover (Black Dagger ...,1,12.87,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Changing the Game (Play ...,3,13.38,Crime,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Names,Rates,Prices,category_name,url
I Had a Nice ...,4,57.36,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Will You Won't You ...,3,13.86,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Keep Me Posted,4,20.46,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Grey (Fifty Shades #4),4,48.49,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Meternity,3,43.58,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Some Women,5,13.73,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Shopaholic Ties the Knot ...,5,48.39,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Can You Keep a ...,1,21.94,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Twenties Girl,2,42.8,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
The Undomestic Goddess,4,45.75,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
The Nanny Diaries (Nanny ...,5,52.53,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
The Devil Wears Prada ...,1,44.29,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Something Borrowed (Darcy & ...,5,48.96,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Something Blue (Darcy & ...,1,54.62,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
I've Got Your Number,1,19.69,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
The Edge of Reason ...,4,19.18,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Bridget Jones's Diary (Bridget ...,1,29.82,Crime,http://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html
Names,Rates,Prices,category_name,url
Soumission,1,50.1,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Private Paris (Private #10),5,47.61,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
"We Love You, Charlie ...",5,50.27,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Thirst,5,17.27,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
The Murder That Never ...,3,54.11,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Tuesday Nights in 1980,2,21.04,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
The Vacationers,4,42.15,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
The Regional Office Is ...,5,51.36,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Finders Keepers (Bill Hodges ...,5,53.53,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
The Time Keeper,5,27.88,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
The Testament of Mary,4,52.67,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
The First Hostage (J.B. ...,3,25.85,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Take Me with You,3,45.21,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Still Life with Bread ...,3,26.41,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Shtum,4,55.84,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
My Name Is Lucy ...,1,41.56,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
My Mrs. Brown,3,24.48,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Mr. Mercedes (Bill Hodges ...,1,28.9,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
I Am Pilgrim (Pilgrim ...,4,10.6,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Eligible (The Austen Project ...,3,27.09,Crime,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Names,Rates,Prices,category_name,url
Birdsong: A Story in ...,3,54.64,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The Bear and the ...,1,36.89,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The Secret of Dreadwillow ...,1,56.13,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The White Cat and ...,4,58.08,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Little Red,3,13.47,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Walt Disney's Alice in ...,5,12.96,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Twenty Yawns,2,22.08,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Rain Fish,3,23.57,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Once Was a Time,2,18.28,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Luis Paints the World,3,53.95,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Nap-a-Roo,1,25.08,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The Whale,4,35.96,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
"Shrunken Treasures: Literary Classics, ...",3,52.87,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Raymie Nightingale,2,34.41,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Playing from the Heart,1,32.38,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Maybe Something Beautiful: How ...,1,22.54,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The Wild Robot,3,56.07,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The Thing About Jellyfish,1,48.77,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The Lonely Ones,5,43.59,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
The Day the Crayons ...,5,26.33,Crime,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Names,Rates,Prices,category_name,url
Don't Be a Jerk: ...,2,37.97,Crime,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
You Are What You ...,4,21.87,Crime,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
God: The Most Unpleasant ...,5,30.03,Crime,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
The Book of Mormon,3,24.57,Crime,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
A History of God: ...,1,27.62,Crime,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
The Bhagavad Gita,3,57.49,Crime,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
Choosing Our Religion: The ...,4,28.42,Crime,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
Names,Rates,Prices,category_name,url
Worlds Elsewhere: Journeys Around ...,5,40.3,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Five Love Languages: ...,3,31.05,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Reasons to Stay Alive,2,26.41,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
#HigherSelfie: Wake Up Your ...,5,23.11,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Unseen City: The Majesty ...,4,44.18,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Throwing Rocks at the ...,3,31.12,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Life-Changing Magic of ...,3,16.77,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Gutsy Girl: Escapades ...,1,37.13,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Electric Pencil: Drawings ...,1,56.06,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Spark Joy: An Illustrated ...,4,41.83,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Reskilling America: Learning to ...,2,19.83,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
In the Country We ...,4,22.0,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Everydata: The Misinformation Hidden ...,2,54.35,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Call the Nurse: True ...,5,29.14,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Algorithms to Live By: ...,1,30.81,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Power of Now: ...,2,43.54,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Omnivore's Dilemma: A ...,2,38.21,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Genius of Birds,1,17.24,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Artist's Way: A ...,5,38.49,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
So You've Been Publicly ...,2,12.23,Crime,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Names,Rates,Prices,category_name,url
Rip it Up and ...,5,35.02,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Our Band Could Be ...,3,57.25,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
How Music Works,2,37.32,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Love Is a Mix ...,1,18.03,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Please Kill Me: The ...,4,31.19,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Kill 'Em and Leave: ...,5,45.05,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
"Chronicles, Vol. 1",2,52.6,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
This Is Your Brain ...,1,38.4,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Orchestra of Exiles: The ...,3,12.36,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
No One Here Gets ...,5,20.02,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Life,5,31.58,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
